ETABLISSEMENT_Type;ETABLISSEMENT_Nom;FORMATION_Nom;FORMATION_Domaine;FORMATION_Specialite;FORMATION_Descriptif;FORMATION_Niveau_de_diplme_lentree;FORMATION_Niveau_de_diplme_en_sortie;FORMATION_Duree_en_annees;FORMATION_Total_ECTS;UNITE_DE_VALEUR_COURS_Questions_ENV_au_sens_large_evoquees_oui_non;UNITE_DE_VALEUR_COURS_Enjeux_transition_energetiqueclimat_abordes_oui_non;UNITE_DE_VALEUR_COURS_Nom_du_cours;UNITE_DE_VALEUR_COURS_Cours_optionnel_ou_obligatoire;UNITE_DE_VALEUR_COURS_Duree_du_cours_en_nombre_dheures;UNITE_DE_VALEUR_COURS_Formation_initiale_ou_continue
Autres;Universite_ParisDauphine;L2_Parcours_Initial_Talents;Sciences_Humaines_et_sociales;Sciences_sociales;La_Dauphine_licence_Sciences_sociales_DL3_Sciences_sociales_propose_une_formation_pluridisciplinaire_Dans_ce_but_elle_associe_methodes_quantitatives_et_qualitatives_dans_le_cadre_denseignements_de_sociologie_de_science_politique_deconomie_et_de_droit_Dans_un_environnement_dans_lequel_les_metiers_sont_de_moins_en_moins_monodisciplinaires_la_Dauphine_licence_Sciences_sociales_offre_une_formation_diversifiee_preparant_la_professionnalisation_tout_en_etant_ouverte_sur_le_monde_de_la_recherche;Bac+1;Bac+2;1.0;60.0;non;non;Grand_enjeux_contemporains_2;Obligatoire;18.0;1.0
Autres;Universite_ParisDauphine;L2_GBD_Londres;Sciences_Humaines_et_sociales;Sciences_sociales;La_Dauphine_licence_Sciences_sociales_DL3_Sciences_sociales_propose_une_formation_pluridisciplinaire_Dans_ce_but_elle_associe_methodes_quantitatives_et_qualitatives_dans_le_cadre_denseignements_de_sociologie_de_science_politique_deconomie_et_de_droit_Dans_un_environnement_dans_lequel_les_metiers_sont_de_moins_en_moins_monodisciplinaires_la_Dauphine_licence_Sciences_sociales_offre_une_formation_diversifiee_preparant_la_professionnalisation_tout_en_etant_ouverte_sur_le_monde_de_la_recherche;Bac+1;Bac+2;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;L3_Parcours_Sciences_de_la_Societe;Sciences_Humaines_et_sociales;Sciences_sociales;La_Dauphine_licence_Sciences_sociales_DL3_Sciences_sociales_propose_une_formation_pluridisciplinaire_Dans_ce_but_elle_associe_methodes_quantitatives_et_qualitatives_dans_le_cadre_denseignements_de_sociologie_de_science_politique_deconomie_et_de_droit_Dans_un_environnement_dans_lequel_les_metiers_sont_de_moins_en_moins_monodisciplinaires_la_Dauphine_licence_Sciences_sociales_offre_une_formation_diversifiee_preparant_la_professionnalisation_tout_en_etant_ouverte_sur_le_monde_de_la_recherche;Bac+2;Bac+3;1.0;60.0;non;non;Sociologie_de_la_mondialisation;Obligatoire;;1.0
Autres;Universite_ParisDauphine;L3_Parcours_Sciences_de_la_Societe;Sciences_Humaines_et_sociales;Sciences_sociales;La_Dauphine_licence_Sciences_sociales_DL3_Sciences_sociales_propose_une_formation_pluridisciplinaire_Dans_ce_but_elle_associe_methodes_quantitatives_et_qualitatives_dans_le_cadre_denseignements_de_sociologie_de_science_politique_deconomie_et_de_droit_Dans_un_environnement_dans_lequel_les_metiers_sont_de_moins_en_moins_monodisciplinaires_la_Dauphine_licence_Sciences_sociales_offre_une_formation_diversifiee_preparant_la_professionnalisation_tout_en_etant_ouverte_sur_le_monde_de_la_recherche;Bac+2;Bac+3;1.0;60.0;oui;non;conomie_du_developpement;Optionnel;39 h;1.0
Autres;Universite_ParisDauphine;L3_Parcours_Sciences_Economiques_et_Sociales;Sciences_Humaines_et_sociales;Sciences_sociales;La_Dauphine_licence_Sciences_sociales_DL3_Sciences_sociales_propose_une_formation_pluridisciplinaire_Dans_ce_but_elle_associe_methodes_quantitatives_et_qualitatives_dans_le_cadre_denseignements_de_sociologie_de_science_politique_deconomie_et_de_droit_Dans_un_environnement_dans_lequel_les_metiers_sont_de_moins_en_moins_monodisciplinaires_la_Dauphine_licence_Sciences_sociales_offre_une_formation_diversifiee_preparant_la_professionnalisation_tout_en_etant_ouverte_sur_le_monde_de_la_recherche;Bac+2;Bac+3;1.0;60.0;oui;non;conomie_du_developpement;Optionnel;40 h;1.0
Autres;Universite_ParisDauphine;L3_Parcours_Action_Publique;Sciences_Humaines_et_sociales;Sciences_sociales;La_Dauphine_licence_Sciences_sociales_DL3_Sciences_sociales_propose_une_formation_pluridisciplinaire_Dans_ce_but_elle_associe_methodes_quantitatives_et_qualitatives_dans_le_cadre_denseignements_de_sociologie_de_science_politique_deconomie_et_de_droit_Dans_un_environnement_dans_lequel_les_metiers_sont_de_moins_en_moins_monodisciplinaires_la_Dauphine_licence_Sciences_sociales_offre_une_formation_diversifiee_preparant_la_professionnalisation_tout_en_etant_ouverte_sur_le_monde_de_la_recherche;Bac+2;Bac+3;1.0;60.0;non;non;Sociologie_de_la_mondialisation;Obligatoire;;1.0
Autres;Universite_ParisDauphine;L3_Parcours_Action_Publique;Sciences_Humaines_et_sociales;Sciences_sociales;La_Dauphine_licence_Sciences_sociales_DL3_Sciences_sociales_propose_une_formation_pluridisciplinaire_Dans_ce_but_elle_associe_methodes_quantitatives_et_qualitatives_dans_le_cadre_denseignements_de_sociologie_de_science_politique_deconomie_et_de_droit_Dans_un_environnement_dans_lequel_les_metiers_sont_de_moins_en_moins_monodisciplinaires_la_Dauphine_licence_Sciences_sociales_offre_une_formation_diversifiee_preparant_la_professionnalisation_tout_en_etant_ouverte_sur_le_monde_de_la_recherche;Bac+2;Bac+3;1.0;60.0;oui;non;conomie_du_developpement;Optionnel;40 h;1.0
Autres;Universite_ParisDauphine;M1_Action_publique_et_regulations_sociales;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;oui;non;Sociologie_economique;Optionnel;36h;1.0
Autres;Universite_ParisDauphine;M1_Action_publique_et_regulations_sociales;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;oui;non;Sociologie_de_lexpertise;Optionnel;18h;1.0
Autres;Universite_ParisDauphine;M2_parcours_Affaires_publiques_271;Sciences_Humaines_et_sociales;Gestion;Le_cursus_en_apprentissage_contrat_de_professionnalisation_et_formation_continue_donne_aux_etudiants_les_outils_necessaires_la_comprehension_des_politiques_publiques_de_ses_enjeux_et_de_ses_acteurs_afin_de_se_confronter_le_plus_tt_possible_au_monde_professionnel_des_affaires_publiques_que_ce_soit_en_entreprise_en_agence_ou_en_collectivites_pour_la_representation_et_la_defense_des_interets_ou_encore_la_communication_institutionnelle;Bac+4;Bac+5;1.0;60.0;oui;non;Sciences_et_technologies_en_societe;Obligatoire;15h;1.0
Autres;Universite_ParisDauphine;M2_parcours_Carrieres_administratives_et_grands_concours;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Conseil_et_accompagnement_du_changement_228;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Politiques_dentreprises_et_regulations_sociales_130;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;oui;non;Politiques_urbaines_et_villes_durables;Obligatoire;18h;1.0
Autres;Universite_ParisDauphine;M2_parcours_Politiques_dentreprises_et_regulations_sociales_130;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;oui;non;Politiques_responsables_entreprises;Obligatoire;6h;1.0
Autres;Universite_ParisDauphine;M2_parcours_Politiques_dentreprises_et_regulations_sociales_130;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;oui;non;Developpement_durable_et_responsabilites_environnementales;Optionnel;12.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Politiques_publiques_et_opinion_tudes_enquetes_evaluations_244;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;oui;non;Politiques_urbaines_et_villes_durables;Optionnel;18h;1.0
Autres;Universite_ParisDauphine;M2_parcours_Gestion_publique_DEP;Sciences_Humaines_et_sociales;Gestion;Le_Master_Action_Publique_et_Regulations_Sociales_forme_des_specialistes_de_laction_publique_des_politiques_environnementales_et_de_la_responsabilite_sociale_des_entreprises_Il_prepare_des_carrieres_dans_le_secteur_public_et_prive_ainsi_qu_la_recherche;Bac+3;Bac+4;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Mondialisation_et_environnement;Optionnel;36h;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Management_et_developpement_durable;Optionnel;36h;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Green_Accounting_in_Management_Sustainable_Development;Obligatoire;36h;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Environmental_Economy;Obligatoire;36.0;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Corporate_Social_Responsability;Obligatoire;36.0;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;International_Environmental_Law_and_New_Regulations;Obligatoire;36.0;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;oui;Energy_and_Climate_Change;Obligatoire;36.0;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Philosophie_du_developpement_durable;Obligatoire;18.0;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Suivi_des_projets_sur_le_developpement_durable;Obligatoire;18.0;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Sustainable_Finance;Obligatoire;18.0;1.0
Autres;Universite_ParisDauphine;M1_Affaires_internationales_et_developpement;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+3;Bac+4;1.0;60.0;oui;non;Environmental_Law;Obligatoire;18.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Affaires_internationales_212;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;oui;Economie_du_changement_climatique;Optionnel;24.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Affaires_internationales_212;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;oui;Economie_des_hydrocarbures;Optionnel;24.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Affaires_internationales_212;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;oui;Economie_des_matieres_premieres;Optionnel;24.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_responsabilites_des_organisations_239;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Economie_et_developpement_durable;Obligatoire;21.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_responsabilites_des_organisations_239;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Droit_de_lenvironnement_et_droit_social;Obligatoire;21.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_responsabilites_des_organisations_239;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Urbanisme_territoires_et_developpement_durable;Obligatoire;18.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_responsabilites_des_organisations_239;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Les_essentiels_de_la_RSE_et_de_la_demarche_strategique;Obligatoire;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_responsabilites_des_organisations_293_Professionnel_et_EMP;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Economie_et_developpement_durable;Obligatoire;21.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_responsabilites_des_organisations_293_Professionnel_et_EMP;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Droit_de_lenvironnement_et_droit_social;Obligatoire;21.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_responsabilites_des_organisations_293_Professionnel_et_EMP;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Urbanisme_territoires_et_developpement_durable;Obligatoire;18.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Diagnostic_economique_international_211;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Economie_internationale_et_developpement_111;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Peace_studies_127;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;non;non;_Geopolitique_de_lenvironnement;Optionnel;24.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Developpement_durable_et_organisations_DEP;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Supplychain_internationale_217;Droit_Economie_Gestion;Gestion;Propose_un_apprentissage_approfondi_et_complet_des_competences_requises_dans_les_domaines_des_relations_internationales_et_du_developpement_Tourne_vers_linternational_AID_forme_aux_metiers_lies_aux_enjeux_economiques_sociaux_et_environnementaux_des_organisations_ainsi_qu_la_recherche_et_aux_etudes;Bac+4;Bac+5;1.0;60.0;oui;non;Transport_express_et_urbain_et_developpement_durable;Obligatoire;21.0;1.0
Autres;Universite_ParisDauphine;M1_Contrle_audit_reporting_en_formation_initiale;Droit_Economie_Gestion;Gestion;Le_master_CAR_forme_aux_metiers_du_contrle_de_gestion_du_contrle_financier_de_laudit_en_cabinet_et_du_risk_management_dans_les_directions_financieres_et_daudit_des_entreprises_des_postes_cles_et_des_profils_recherches_des_la_sortie_detude_par_les_entreprises;Bac+3;Bac+4;1.0;60.0;oui;non;Responsabilite_dans_lentreprise_et_developpement_durable;Optionnel;18.0;1.0
Autres;Universite_ParisDauphine;M1_Contrle_audit_reporting_formation_en_apprentissage;Droit_Economie_Gestion;Gestion;Le_master_CAR_forme_aux_metiers_du_contrle_de_gestion_du_contrle_financier_de_laudit_en_cabinet_et_du_risk_management_dans_les_directions_financieres_et_daudit_des_entreprises_des_postes_cles_et_des_profils_recherches_des_la_sortie_detude_par_les_entreprises;Bac+3;Bac+4;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Conseil_et_recherche_en_audit_et_contrle_124;Droit_Economie_Gestion;Gestion;Le_master_CAR_forme_aux_metiers_du_contrle_de_gestion_du_contrle_financier_de_laudit_en_cabinet_et_du_risk_management_dans_les_directions_financieres_et_daudit_des_entreprises_des_postes_cles_et_des_profils_recherches_des_la_sortie_detude_par_les_entreprises;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Contrle_gouvernance_et_strategie_202;Droit_Economie_Gestion;Gestion;Le_master_CAR_forme_aux_metiers_du_contrle_de_gestion_du_contrle_financier_de_laudit_en_cabinet_et_du_risk_management_dans_les_directions_financieres_et_daudit_des_entreprises_des_postes_cles_et_des_profils_recherches_des_la_sortie_detude_par_les_entreprises;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Financial_control_MeM_267;Droit_Economie_Gestion;Gestion;Le_master_CAR_forme_aux_metiers_du_contrle_de_gestion_du_contrle_financier_de_laudit_en_cabinet_et_du_risk_management_dans_les_directions_financieres_et_daudit_des_entreprises_des_postes_cles_et_des_profils_recherches_des_la_sortie_detude_par_les_entreprises;Bac+4;Bac+5;1.0;60.0;oui;non;Strategie_et_responsabilite_sociale_des_entreprises;Obligatoire;21.0;1.0
Autres;Universite_ParisDauphine;M2_parcours_Internal_audit_risk_management_232;Droit_Economie_Gestion;Gestion;Le_master_CAR_forme_aux_metiers_du_contrle_de_gestion_du_contrle_financier_de_laudit_en_cabinet_et_du_risk_management_dans_les_directions_financieres_et_daudit_des_entreprises_des_postes_cles_et_des_profils_recherches_des_la_sortie_detude_par_les_entreprises;Bac+4;Bac+5;1.0;60.0;oui;non;Corporate_Social_Responsability_and_Risks;Obligatoire;21.0;1.0
Autres;Universite_ParisDauphine;Master_Comptabilite_Contrle_Audit_CCA;Droit_Economie_Gestion;Gestion;La_filiere_CCA_est_une_formation_selective_en_trois_ans_qui_debute_en_3e_annee_de_Licence_et_se_poursuit_avec_deux_annees_de_Master_Lobjectif_est_de_permettre_aux_etudiants_dacquerir_des_competences_de_nature_technique_methodologique_et_institutionnelle_qui_les_rendent_rapidement_operationnels_Il_sagit_de_parvenir_articuler_des_savoirs_techniques_avec_le_contexte_economique_social_et_politique_dans_lequel_ils_sinserent;Bac+2;Bac+6;3.0;180.0;non;non;Economie_des_grands_enjeux_contemporains;Obligatoire;24.0;1.0
Autres;Universite_ParisDauphine;M1_Droit;Droit_Economie_Gestion;Droit;Avec_pas_moins_de_10_parcours_de_specialisation_en_2eme_annee_le_Master_Droit_offre_une_formation_ouverte_sur_la_gestion_et_leconomie_adaptee_la_realite_et_aux_differents_besoins_des_metiers_juridiques_ainsi_qu_la_recherche_Le_diplme_peut_etre_suivi_en_formation_initiale_en_alternance_ou_en_formation_continue_selon_la_specialisation_choisie;Bac+3;Bac+4;1.0;60.0;non;non;;;;1.0
Autres;Universite_ParisDauphine;M2_parcours_Administration_fiscale_programme_international_227;Droit_Economie_Gestion;Droit;Avec_pas_moins_de_10_parcours_de_specialisation_en_2eme_annee_le_Master_Droit_offre_une_formation_ouverte_sur_la_gestion_et_leconomie_adaptee_la_realite_et_aux_differents_besoins_des_metiers_juridiques_ainsi_qu_la_recherche_Le_diplme_peut_etre_suivi_en_formation_initiale_en_alternance_ou_en_formation_continue_selon_la_specialisation_choisie;Bac+4;Bac+5;1.0;60.0;non;non;;;;1.0
