"Autres","Université Paris-Dauphine","M1 Finance en apprentissage","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+3","Bac+4","2.0","120.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 & M2 parcours Finance - Campus de Tunis ","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+3","Bac+5","2.0","120.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 M2 parcours Financial markets (203)","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+3","Bac+5","2.0","120.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Improbable","Improbable","Eco & Geo of Energy (3 ECTS) ","Non indiqué ","Optionnel","3.0","Non indiqué ","Non indiqué ","L'intitulé du cours laisse penser que les enjeux énergétiques y sont potentiellement abordés mais pas d'informations supplémentaires sur son contenu. ","1.0"
"Autres","Université Paris-Dauphine","M1 M2 parcours Financial markets (203)","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+3","Bac+5","2.0","120.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Improbable","Improbable","Energy Derivatives","Generation, demand, constraints, market organization / price models for pricing energy derivatives","Optionnel","3.0","24.0","Final exam or Presentation and summary report on a scientific publication on some aspects of pricing and hedging in commodity markets.","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Assurance et gestion du risque (218) ","Droit, Economie, Gestion","Gestion","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Audit et financial advisory (229)","Droit, Economie, Gestion","Gestion","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Oui","Non","Audit et RSE","Audit et RSE","Obligatoire","1.0","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Banque et finance (224) ","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Oui","Oui","Infrastructure, Energy and Real Assets : Equity and Debt Perspective","Financement des énergies renouvelables,
financement de projets Oil & Gas
description et les dynamiques de chaque marché
fondamentaux et drivers, perspectives des actionnaires et des préteurs,
risques","Optionnel","4.0","24.0","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Banque d’investissement et de marché BIM (268) ","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Oui","Oui","Marché de matières premières ","Energy markets, energy goods and world energy situation, renewable energies, price regulation, Fossil fuel economics, carbon markets, Industrial metals and precious metals","Obligatoire","3.0","18.0","Examen final.","Semestre 4 Capital Market
Semestre 4 Corporate Banking","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Finance (études approfondies) (104) ","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Oui","Improbable","Corporate social responsability","Non indiqué ","Optionnel","4.0","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Finance d’entreprise et ingénierie financière (225)","Droit, Economie, Gestion","Economie","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Gestion d’actifs (asset management) (222)","Droit, Economie, Gestion","Gestion","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Management financier de l’entreprise (MFE) (270)","Droit, Economie, Gestion","Gestion","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Management de l’immobilier (246) ","Droit, Economie, Gestion","Gestion","Il offre une couverture complète des thèmes et des métiers de la finance en formation initiale, en apprentissage ou en formation continue.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/FINANCE/programme//#FRUAI0750736TPRPRM1FINANCEFI","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Economie et ingénierie financière en formation initiale","Droit, Economie, Gestion","Economie","Le Master Économie et ingénierie financière propose une formation approfondie et concrète sur les marchés financiers (capitaux, titres, monnaies, produits dérivés) et réels (matières premières, énergie, notamment). Les clés de compréhension de l'environnement économique (analyse microéconomique et macroéconomique) forment le socle commun des enseignements (M1). Les parcours (M2) offrent des enseignements plus spécifiques, sur les secteurs économiques financiers (finance de marché, finance d'entreprise, finance et énergie) ainsi que des outils analytiques adaptés (théorie, économétrie, programmation et simulation). ","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/EIF/programme//","Improbable","Improbable","Energy and Environmental Economics","Non indiqué ","Optionnel","4.0","36.0","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M1 Economie et ingénierie financière en apprentissage","Droit, Economie, Gestion","Economie","Le Master Économie et ingénierie financière propose une formation approfondie et concrète sur les marchés financiers (capitaux, titres, monnaies, produits dérivés) et réels (matières premières, énergie, notamment). Les clés de compréhension de l'environnement économique (analyse microéconomique et macroéconomique) forment le socle commun des enseignements (M1). Les parcours (M2) offrent des enseignements plus spécifiques, sur les secteurs économiques financiers (finance de marché, finance d'entreprise, finance et énergie) ainsi que des outils analytiques adaptés (théorie, économétrie, programmation et simulation). ","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/EIF/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Economie monétaire et financière (106 Rech et 201 Pro)","Droit, Economie, Gestion","Economie","La finance, au sens large, concerne aussi bien des mathématiciens, des gestionnaires ou des économistes. L’université Paris-Dauphine pratique simultanément et avec bonheur les trois approches correspondantes.Le Master 2 ""Économie monétaire et financière"" est ainsi la formation de Paris-Dauphine qui adopte le point de vue de l’analyse économique.","Bac+4","Bac+5","1.0","60.0","http://master-emfi.dauphine.fr/fr/presentation.html","Non","Improbable","Finance d'énergie","Non indiqué ","Optionnel","2.0","18.0","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Economics of Energy and Environment ","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Game Theory with Applications to Energy and Climate Policy E","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Economics of Climate Change ","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Electricity and Gas Market Empirical Modeling ","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Financing Projects in Energy Markets ","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Econométrie des marchés de l'énergie ","Non indiqué ","Obligatoire","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Oui","Oui","Interaction entre marchés de l'énergie et du carbone","Climat-Energie en Europe système européen des quotas, prix du carbone, prix de l’électricité, développement des énergies renouvelables","Optionnel","2.0","18.0","     Une présentation orale (En groupe), notée sur 5, sur la base d’une lecture relative au sujet traité dans le cours et choisie par le professeur     Une fiche synthétique type résumé pour décideurs (Les mêmes groupes), notée sur 5, sur le même sujet que la présentation orale, à remettre le jour même     Un examen final écrit, noté sur 10, qui a lieu lors de la dernière séance","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Oui","Oui","Droit et énergie","Concessions hydroélectriques, développement des énergies renouvelables et le droit des aides d’Etat, régulation du marché de l’énergie, réformes territoriales et de la transition énergétique","Optionnel","2.0","18.0","Rédaction d’une note de synthèse (30 000 signes, environ) sur un sujet à choisir dans une liste fournie lors du premier cours.","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Oui","Oui","Economie industrielle des matières premières ","Enjeux environnementauxéquité intra et inter générationnelleévolution des prix des matières premières (Commodities)structures de marchéformation des prix et le type d'externalités engendrées par l'exploitation des ressources naturelles","Optionnel","2.0","18.0","Examen par questions de cours très brèves.","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Oui","Oui","Economie du climat et du développement ","Lutte contre le changement climatique, le système financier et le développement.","Optionnel","2.0","18.0","Class participation, Exam","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Oui","Oui","Geopolitics of Energy Markets ","Global energy and environment stakes, geopolitical challenges in the oil and gas sectors, impact of the unconventional resources, European energy policy","Optionnel","2.0","18.0","two-hour exam at the end of the seminar, with two questions. Documentation is authorized.","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Oui","Oui","Efficacité énergétique ","Energie et croissance économique, mesure de l’efficacité énergétique, bâtiment, transports, industrie, normes, obligations, incitations, financements, nouveaux business models","Optionnel","2.0","18.0","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Economics and Finance of Oil and Gas Market ","Non indiqué ","Optionnel","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Finance d'énergie","Non indiqué ","Optionnel","2.0","18.0","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Financing Energy Investments","Non indiqué ","Optionnel","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Fonctionnement de l'EU Emission Trading System","Non indiqué ","Optionnel","Non indiqué ","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Oui","Oui","Energies renouvelables ","Culture générale sur les sources d'énergies renouvelablesrepères juridiquestechniques et économiques","Optionnel","2.0","18.0","50 % de la note finale repose sur un travail de groupe, consistant pour les étudiants à préparer un exposé, impliquant une recherche documentaire, un travail de mise en forme et la réponse aux questions.","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Energy Policies ","Basic economic concepts that underlie energy productionhow energy markets and prices are affected","Optionnel","2.0","18.0","Assignment # 1: Oral group presentation Assignment #2 : Final individual paper","","1.0"
"Autres","Université Paris-Dauphine","Le Master 2 Energie, Finance, Carbone","Droit, Economie, Gestion","Economie","formation de qualité, portée sur les problématiques énergétiques d’avenir. Les cinq enseignements obligatoires dispensés par des professeurs de renom, permettent aux étudiants d’acquérir de solides acquis en économie de l’énergie et en finance, ainsi que d’approfondir leurs connaissances dans le domaine de l’environnement.","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Economie du secteur de l'électricité ","Procurer une vision d’ensemble des fondamentaux du secteur électrique et des questions soulevées par l’intégration du marché européen dans une industrie dominée durant de longues années par une structure monopolistique verticalement intégrée sur des bases nationales ou régionales.","Optionnel","2.0","18.0","Un travail de groupe","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Ingénierie économique et financière (272)","Droit, Economie, Gestion","Economie","Le Master Économie et ingénierie financière propose une formation approfondie et concrète sur les marchés financiers (capitaux, titres, monnaies, produits dérivés) et réels (matières premières, énergie, notamment). Les clés de compréhension de l'environnement économique (analyse microéconomique et macroéconomique) forment le socle commun des enseignements (M1). Les parcours (M2) offrent des enseignements plus spécifiques, sur les secteurs économiques financiers (finance de marché, finance d'entreprise, finance et énergie) ainsi que des outils analytiques adaptés (théorie, économétrie, programmation et simulation). ","Bac+4","Bac+5","1.0","60.0","http://www.masterefc.dauphine.fr/fr/presentation/le-master-2-energie-finance-carbone.html","Improbable","Improbable","Financement des entreprises à long-terme","Non indiqué ","Optionnel","4.0","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M1 Gestion de patrimoine et banque privée en formation initiale et en apprentissage","Droit, Economie, Gestion","Gestion","Former des spécialistes de la gestion de patrimoine capables de conseiller leurs clients dans la constitution, le suivi et la transmission de leur patrimoine, en termes d'optimisation et d'arbitrage au sujet de leurs actifs et de leurs structures patrimoniales.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/GPBP/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Gestion de patrimoine et banque privée en apprentissage (261)","Droit, Economie, Gestion","Gestion","Former des spécialistes de la gestion de patrimoine capables de conseiller leurs clients dans la constitution, le suivi et la transmission de leur patrimoine, en termes d'optimisation et d'arbitrage au sujet de leurs actifs et de leurs structures patrimoniales.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/GPBP/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Gestion de patrimoine et banque privée en formation continue (261)","Droit, Economie, Gestion","Gestion","Former des spécialistes de la gestion de patrimoine capables de conseiller leurs clients dans la constitution, le suivi et la transmission de leur patrimoine, en termes d'optimisation et d'arbitrage au sujet de leurs actifs et de leurs structures patrimoniales.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/GPBP/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","1ère année de Magistère Banque, finance, assurance (BFA)","Droit, Economie, Gestion","Gestion","Former des experts en économie et en finance, qui exercent essentiellement en finance de marché, en corporate finance ou en audit et conseil dans l'assurance. Certains ont une activité au sein des directions financières d'entreprises ou en capital investissement, ou parfois dans des organisations internationales.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MGBFA/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","2ème année de Magistère Banque, finance, assurance (BFA)","Droit, Economie, Gestion","Gestion","Former des experts en économie et en finance, qui exercent essentiellement en finance de marché, en corporate finance ou en audit et conseil dans l'assurance. Certains ont une activité au sein des directions financières d'entreprises ou en capital investissement, ou parfois dans des organisations internationales.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MGBFA/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","3ème année de Magistère Banque, finance, assurance (BFA)","Droit, Economie, Gestion","Gestion","Former des experts en économie et en finance, qui exercent essentiellement en finance de marché, en corporate finance ou en audit et conseil dans l'assurance. Certains ont une activité au sein des directions financières d'entreprises ou en capital investissement, ou parfois dans des organisations internationales.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/MGBFA/programme//","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Parcours MIAGE","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Parcours MIAGE formation en apprentissage","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Parcours Informatique pour la décision","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+3","Bac+4","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MIAGE-SITN : Systèmes d'Information et Technologies Nouvelles","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MIAGE SITN en apprentissage","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MIAGE Informatique pour la finance","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 Parcours MIAGE Informatique pour la finance en apprentissage","Sciences, Technologie, Santé","Informatique","La mention Informatique des Organisations du master vise à apporter une compréhension approfondie du fonctionnement des organisations, de leurs structures et de leurs impératifs stratégiques, des outils formels de management scientifique et des nouvelles technologies de l’information et de la communication.","Bac+4","Bac+5","1.0","60.0","http://formations.dauphine.fr/offre/fr-FR/fiche/A5STI/description","Non","Non","","","","","","","","1.0"
