"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Université","Université de Strasbourg","Commerce électronique","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation managériale (ouverte en formation initiale et en formation continue) forme des cadres capables : d’intégrer les nouvelles technologies de l’information et de communication dans la stratégie commerciale de l’entreprise et les enjeux de l’économie numérique mondialisée de concevoir, développer, planifier, utiliser, faciliter et gérer les projets commerciaux ou de création de services en ligne (e-commerce), de manager une équipe pluridisciplinaire et multiculturelle impliquée dans des projets de commerce électronique et e-business en facilitant la réalisation d’objectifs tant qualitatifs que quantitatifs","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18309&cHash=f4ce5dfb0ec2ca5c4a6fddf29b9dbeca","Oui","Improbable","Numérique et Développement durable , les Green IT /smartgrids/smartcities","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"Université","Université de Strasbourg","Commerce électronique","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation managériale (ouverte en formation initiale et en formation continue) forme des cadres capables : d’intégrer les nouvelles technologies de l’information et de communication dans la stratégie commerciale de l’entreprise et les enjeux de l’économie numérique mondialisée de concevoir, développer, planifier, utiliser, faciliter et gérer les projets commerciaux ou de création de services en ligne (e-commerce), de manager une équipe pluridisciplinaire et multiculturelle impliquée dans des projets de commerce électronique et e-business en facilitant la réalisation d’objectifs tant qualitatifs que quantitatifs","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN21050&cHash=386001ff2535e044934d6a753179e2d5","Oui","Improbable","Logistique et développement durable","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"Université","Université de Strasbourg","Conformité, audit légal et gestion des risques","Droit, Economie, Gestion","MASTER - Administration économique et sociale","L’objectif de cette formation est de proposer aux étudiants principalement issus de Master 1 une formation au métier d’auditeur financier. Au-delà de l’approche technique et normative du métier, cette formation sera centrée sur les problématiques liées au droit des sociétés commerciales et des risques professionnels de l’auditeur. Ces compétences pluridisciplinaires sont un atout majeur pour intégrer des cabinets d’audit de toutes tailles.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN14935&cHash=bf7431e9d172daf3a985f4e5ed086640","Oui","Improbable","Approche du développement durable","non indiqué","Obligatoire","non indiqué","32.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit de l'économie numérique","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Le Master 2 Droit de l’économie numérique est un master professionnalisant permettant d’acquérir les compétences clés de la transformation digitale. Son objectif est de former des juristes capables de répondre aux besoins du marché de l’emploi, maîtrisant à la fois le Droit et l’environnement du numérique avec une sensibilité technique dans ce domaine. Le Master s’insère dans le paysage européen. Les enseignements sont dispensés par des universitaires et des experts avertis.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN14935&cHash=bf7431e9d172daf3a985f4e5ed086641","Oui","Improbable","Approche du développement durable","non indiqué","Obligatoire","non indiqué","32.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit de l'économie numérique","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Le Master 2 Droit de l’économie numérique est un master professionnalisant permettant d’acquérir les compétences clés de la transformation digitale. Son objectif est de former des juristes capables de répondre aux besoins du marché de l’emploi, maîtrisant à la fois le Droit et l’environnement du numérique avec une sensibilité technique dans ce domaine. Le Master s’insère dans le paysage européen. Les enseignements sont dispensés par des universitaires et des experts avertis.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18309&cHash=f4ce5dfb0ec2ca5c4a6fddf29b9dbeca","Oui","Improbable","Numérique et Développement durable , les Green IT /smartgrids/smartcities","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","",""
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN14935&cHash=bf7431e9d172daf3a985f4e5ed086641","Oui","Improbable","Approche du développement durable","non indiqué","Obligatoire","non indiqué","32.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18098&cHash=9edab3221a5bb99e3206a8c16f1bfb76","Oui","Oui","Les énergies renouvelables (Géothermie profonde et de surface, Hydraulique et micro hydraulique, Biomasses, Biogaz, Solaire thermique et photovoltaïque, biocarburants, éolien..)","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18102&cHash=6a8646a3f8b4279dbe24772afd9c0d67","Oui","Oui","Efficacité énergétique (Bâtiments, transports...)","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18104&cHash=890953af5f2407d1e1fc324e228e12ab","Oui","Improbable","Tic et développement durableGreen IT Smarts Grids Smart cities","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18107&cHash=35707861ede5c7c6b0c59a89dc4f230b","Oui","Improbable","La régulation du marché de l'énergie","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18106&cHash=1c8727fc42ad939b502798a323ec860e","Improbable","Improbable","Politiques européennes et enjeux géopolitiques","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18119&cHash=f1f60cc009f2ecc8ae786b2bf1123281","Oui","Improbable","Économie de l'énergie: Présentation économique du marché de l'énergie","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18122&cHash=e3134361b7527543231f8a1ad947e3e3","Oui","Improbable","Marchés publics et efficacité énergétique","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18121&cHash=0bcfc14a18bfca7e902707a2ab79466f","Oui","Oui","Les instruments: marché du carbone, taxe, fiscalité de l'énergie","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18128&cHash=bf8d253d9db87d470fe2dae0394d776f","Oui","Improbable","Introduction historique: les origines de la RSE (fondements religieux, mécénat, paternalisme)","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN27389&cHash=b0f43f49d1f5e31106a859ff341c367f","Oui","Improbable","La RSE-O et le DD ferment l'évolution du droit économique (gouvernement d'entreprise et outils en vue d'une anticipation des risques, reportings ESG, réformes du droit de la responsabilité civile...)","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18136&cHash=51f8be29a3afc6e9b1daa8f17a1a3b4a","Oui","Improbable","Droit de l'urbanisme et droit de l'environnement","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Droit et gestion des énergies et du développement durable","Droit, Economie, Gestion","MASTER - Administration économique et sociale","Cette formation vise à proposer des compétences clés de la croissance verte. Il s’agit de former des juristes et gestionnaires sensibles aux enjeux du développement durable tels que la nécessité d’économiser les ressources naturelles, limiter les consommations d’énergie et les productions polluantes, d’encourager le tri et le recyclage des déchets et d’être capable d’élaborer des stratégies d’énergies mixtes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME139&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN18144&cHash=c7e21aecc6161570755594e97d3efbd9","Oui","Improbable","Contrats de performance énergétique","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"Université","Université de Strasbourg","Master Economie et management de l'innovation","Droit, Economie, Gestion","MASTER - Analyse et politique économique","Le parcours Economie et Management de l’Innovation s’adresse à tous les étudiants qui souhaitent poursuivre une carrière professionnelle d’analyste spécialisé dans l’économie et le management de l’innovation et de la connaissance. En conciliant des approches théoriques et empiriques, cette formation permet aux étudiants de disposer de connaissances transversales sur les processus et systèmes d’innovation, les politiques de l’innovation et la manière de les évaluer, les questions de propriété intellectuelle ainsi que la gestion de la R&D. La pédagogie par projet permet de former les étudiants à l’organisation structurée de l’analyse, au travail méthodique et à la conduite de projet. Cette polyvalence disciplinaire est un élément déterminant dans l’appréhension des phénomènes économiques que seront amenés à analyser les étudiants issus de cette spécialité.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME190&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN916&cHash=66555bb44a923984cc822f4818fc2bf5","Oui","Improbable","UE 2 - Innovation et croissance","Microéconomie Macroéconomie innovationqualité de l’environnement, le bien-être des habitants","Obligatoire","non indiqué","135.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Master Macroéconomie et politiques européennes","Droit, Economie, Gestion","MASTER - Analyse et politique économique","Le parcours Macroéconomie et Politiques Européennes forme au métier d’économiste, un économiste capable d’éclairer les décideurs dans un environnement européen en perpétuelle mutation. Proposer cette formation d’excellence à Strasbourg, capitale européenne, permet une interaction permanente entre des enseignants-chercheurs issus d’un des meilleurs laboratoires de recherche en économie et gestion en France, laboratoire du CNRS (classé A+), et des professionnels du conseil, du montage et de pilotage de projets européens venant aussi bien d’organisations européennes (comme la Commission Européenne, le Parlement Européen, Cour des Comptes, l’Agence Européenne des Banque ou encore le Fonds Européen d’Investissement) que du tissu économique local.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME190&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN916&cHash=66555bb44a923984cc822f4818fc2bf5","Oui","Improbable","UE 2 - Innovation et croissance","Microéconomie Macroéconomie innovationqualité de l’environnement, le bien-être des habitants","Obligatoire","non indiqué","135.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Master Statistiques et économétrie","Droit, Economie, Gestion","MASTER - Analyse et politique économique","Le parcours Statistique et Econométrie forme au métier de «statisticien-économiste», et prépare l’étudiant à intervenir dans différents domaines de l’application de la statistique et de l’économétrie au sein des entreprises (banques, sociétés d’assurance, grandes entreprises industrielles et commerciales, petites et moyennes entreprises de services aux entreprises, bureaux d’étude et de conseil), des centres de recherche en économie appliquée, des organismes internationaux (Banque Mondiale, Fonds Monétaire International, organes de la Communauté européenne), et des administrations (ministères, INSEE).","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME190&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN916&cHash=66555bb44a923984cc822f4818fc2bf5","Oui","Improbable","UE 2 - Innovation et croissance","Microéconomie Macroéconomie innovationqualité de l’environnement, le bien-être des habitants","Obligatoire","non indiqué","135.0","non indiqué","","1.0"
"Université","Université de Strasbourg","Archéologie de l'Europe moyenne","Sciences Humaines et sociales","MASTER - Archéologie, sciences pour l'archéologie","Connaissances sur les civilisations antiques qui se sont développées sur le pourtour méditerranéen et sur le continent européen à partir de l’étude des données archéologiques, qu’elles soient enfouies ou conservées en élévation, de la Préhistoire au Moyen Âge.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME166&cHash=9d9427b38ca54fac663094e3c32eefc1#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Archéologie des mondes anciens","Sciences Humaines et sociales","MASTER - Archéologie, sciences pour l'archéologie","Le principal objectif de ce parcours est celui de permettre à l'étudiant d'acquérir de plus amples connaissances sur les civilisations antiques qui se sont développées sur le pourtour méditerranéen (Italie, Égypte, bassin égéen, Balkans), au Proche-Orient et en France métropolitaine à partir de l’étude des données archéologiques, de l’histoire et des sources écrites.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME166&cHash=9d9427b38ca54fac663094e3c32eefc1#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Architecture et archéologie","Sciences Humaines et sociales","MASTER - Archéologie, sciences pour l'archéologie","Permettre aux étudiants d’élargir progressivement leurs connaissances dans deux domaines spécifiques : archéologie et architecture, et d’acquérir des compétences professionnelles notamment en ce qui concerne la gestion d’un chantier de fouille ou d’une campagne de prospection, l’étude et la valorisation d’une collection de mobilier, l’étude de documents complémentaires aux ressources matérielles (sources écrites, iconographiques), la publication et la valorisation d’un site ou d’une collection en vue de l’ouverture au grand public","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME166&cHash=9d9427b38ca54fac663094e3c32eefc1#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Trinational bilingue des sciences de l'Antiquité","Sciences Humaines et sociales","MASTER - Archéologie, sciences pour l'archéologie","La Faculté des Sciences historiques propose deux parcours de master trinational bilingue (en mention Histoire et en mention Archéologie). Ces parcours de master font partie des missions du groupement de recherche du Collegium Beatus Rhenanus (CBR) qui réunit depuis 1997 les antiquisants des quatre universités partenaires (Strasbourg, UHA, Fribourg-en-Brisgau et Bâle) dans le cadre d’Eucor : https://cbr.unibas.ch/fr/ Ces parcours (en Histoire et en Archéologie) sont adossés à l’UMR 7044 Archimède, dont ils constituent un élément stratégique majeur pour la coopération scientifique transfrontalière développée avec les équipes de recherche de Fribourg-en-Brisgau et de Bâle, dans le cadre du CBR.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME166&cHash=9d9427b38ca54fac663094e3c32eefc1#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Interdisciplinaire des mondes de l'Antiquité - MIMA","Sciences Humaines et sociales","MASTER - Archéologie, sciences pour l'archéologie","Au sein de l’Université de Strasbourg, l’étude des mondes anciens, c’est-à-dire des sociétés et des cultures de l’Antiquité gréco-romaine, se partage en de nombreuses disciplines différentes mais complémentaires, disposant chacune de sa propre approche épistémologique et de ses propres objectifs (archéologie des mondes anciens, histoire ancienne, philologie classique, philosophie ancienne, histoire du judaïsme et du christianisme antiques suivant une perspective « catholique » ou « protestante »).","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME166&cHash=9d9427b38ca54fac663094e3c32eefc1#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Approches critiques des arts de la scène (ACAS)","Arts, Lettres, Langues","MASTER - Arts de la scène et du spectacle vivant","Le Master arts de la scène et du spectacle vivant parcours approches critiques des arts de la scène forme à la recherche dans le domaine des arts de la scène, en approfondissant les connaissances en histoire et esthétique des arts de la scène acquises dans le cadre d’une licence en Arts du spectacle, parcours « théâtre » ou « danse ».","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME185&cHash=c41d395dbda998ae8845a112d7bdf03d#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Approches des politiques des arts de la scène et de leur médiation (APAM)","Arts, Lettres, Langues","MASTER - Arts de la scène et du spectacle vivant","Le Master arts de la scène et du spectacle vivant parcours approches des politiques des arts de la scène et de leur médiation vise en priorité à donner une formation dans le domaine du spectacle vivant, tout en approfondissant les connaissances en histoire et esthétique des arts de la scène acquises dans le cadre d’une licence en Arts du spectacle, parcours « théâtre » ou « danse ».","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME185&cHash=c41d395dbda998ae8845a112d7bdf03d#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Arts plastiques. Théorie & pratique","Arts, Lettres, Langues","MASTER - Arts plastiques","Le parcours du Master est fondé sur une articulation entre pratique et théorie des arts plastiques. Cette formation est destinée à des étudiants praticiens soucieux de professionnaliser leur pratique personnelle des arts plastiques et d’enrichir la dimension réflexive de leurs recherches.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME183&cHash=090db2a112d938a07b291f246505667c#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Critique-Essais, écritures de l'art contemporain","Arts, Lettres, Langues","MASTER - Arts plastiques","Le parcours Critique-Essais est dédié à l’écriture sur la création contemporaine (arts visuels et arts vivants), conçue comme une activité critique et analytique destinée à une diversité de supports, formats et publics. Cette spécialité unique en France est ouverte à des étudiants titulaires d’une Licence en Histoire de l’art, Lettres, Philosophie, Arts du spectacle ou diplômés d’écoles d’art. Elle propose une pédagogie innovante centrée sur une articulation dynamique entre la recherche universitaire, l’acquisition de compétences professionnelles, et la réalisation concrète de projets curatoriaux et éditoriaux, grâce à un réseau international de chercheurs et de partenaires culturels renommés.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME183&cHash=090db2a112d938a07b291f246505667c#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Préparation au concours de l'Agrégation externe Arts plastiques","Arts, Lettres, Langues","MASTER - Arts plastiques","Le parcours du Master et la Préparation au concours de l’Agrégation, sont fondés sur une articulation entre pratique et théorie des arts plastiques. Ces formations sont destinées à des étudiants praticiens soucieux de professionnaliser leur pratique personnelle des arts plastiques et d’enrichir la dimension réflexive de leurs recherches.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME183&cHash=090db2a112d938a07b291f246505667c#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","International Master of Biomedicine","Sciences, Technologie, Santé","MASTER - Biologie-santé","Le parcours International Master of Biomedicine a pour but de former les étudiants à la pratique internationale de la Biomédecine qui deviendront experts de différentes disciplines dans le domaine de la biologie et de la santé. Le cursus est caractérisé par une progression pédagogique dispensée dans trois universités européennes s’appuyant sur le potentiel enseignant et de recherche local","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME102&cHash=f133f02dae770ef918c0db11563973af#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Recherche en biomédecine","Sciences, Technologie, Santé","MASTER - Biologie-santé","Ce Master Biologie – Santé représente une offre de formation à et par la recherche émanant des Facultés de Médecine et de Chirurgie Dentaire qui rassemble la précédente mention de master Biomorphologie – Biomatériaux, la spécialité Physiopathologie : de la molécule à l’Homme de la mention Sciences du Vivant, et se déclinera en trois parcours : Recherche en biomédecine, International master of Biomedicine, Biomatériaux pour la santé. Cette nouvelle formation a pour objectif de mieux former encore les nouveaux diplômés au monde de la recherche et aux besoins des entreprises spécialisées dans le diagnostic et/ou la thérapeutique médicale, ainsi que dans le domaine des matériaux en relation avec le vivant : la médecine translationnelle.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME102&cHash=f133f02dae770ef918c0db11563973af#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
